File_Name,NC
47.tif,0.6241150940772224
100.tif,0.6740532813412895
11313.tif,0.6248256867906424
11985.tif,0.6381935536670473
15644.tif,0.4375069284796143
5151.tif,0.62090831579134
11514.tif,0.6146135719833398
10051.tif,0.6108703924078607
16027.tif,0.5871642911161256
3823.tif,0.5926716543943035
11595.tif,0.523417773306882
9893.tif,0.6589846543632896
17366.tif,0.6540926991647599
4658.tif,0.5980999726097411
7986.tif,0.6530319611169242
9763.tif,0.562057907078168
16701.tif,0.7759678112135096
19176.tif,0.6701855283649604
11498.tif,0.5770900256473565
14474.tif,0.6501259896074397
11634.tif,0.5418999807380228
14277.tif,0.5800631413283
16207.tif,0.7107619254337119
12524.tif,0.617422087742149
10183.tif,0.72913710126122
17496.tif,0.6178283381296652
426.tif,0.6385048291071274
11200.tif,0.7176275450133477
9844.tif,0.5706193731400072
18850.tif,0.5746561328410167
17819.tif,0.5155498351135841
1876.tif,0.6849641303245595
11847.tif,0.5833712169688535
891.tif,0.5367742999404097
6704.tif,0.5984235322615432
3791.tif,0.5539117094069966
2201.tif,0.6455315766855528
8025.tif,0.5600874839833705
5477.tif,0.5512354515437179
1299.tif,0.6436230373833852
11825.tif,0.6251530424868897
6106.tif,0.793354753376999
5265.tif,0.6455648121618535
13175.tif,0.6098133351363298
7879.tif,0.5946289748636892
11916.tif,0.6506018623007928
9472.tif,0.6952824248932049
17375.tif,0.6257827179021972
14213.tif,0.5682793114348018
9767.tif,0.603353203123427
13177.tif,0.6700293420372907
6759.tif,0.6475192909662387
5670.tif,0.6881983880223723
7971.tif,0.6331068767295
1034.tif,0.6452755835416804
8356.tif,0.6033069327202879
1684.tif,0.6736645707055972
13343.tif,0.5709985878341
13770.tif,0.5755699680988747
17811.tif,0.5815146218532793
16453.tif,0.594166199647327
15938.tif,0.5817001874144694
9645.tif,0.5698827556087163
3240.tif,0.7172032703309805
10137.tif,0.682279434308873
5470.tif,0.5971590950254175
1937.tif,0.5908594266686129
10582.tif,0.5703471949969222
11275.tif,0.6312254714877408
9886.tif,0.534750344219065
8877.tif,0.6464730332762556
6030.tif,0.5837259978869702
6206.tif,0.6170364210920833
4669.tif,0.5757700308851118
17028.tif,0.685118789044673
10269.tif,0.645771845620222
14890.tif,0.6416383555005511
17537.tif,0.7171752534550131
2373.tif,0.7318594670904329
11227.tif,0.6819521616455492
6259.tif,0.6896743533624956
16220.tif,0.5703645277609414
6073.tif,0.5382939239707941
13093.tif,0.6950518366396414
11945.tif,0.7091099205571915
527.tif,0.5003284072603671
2908.tif,0.6030573446360968
4502.tif,0.6269075692928616
5455.tif,0.6718473114252773
17922.tif,0.6344356168134136
6490.tif,0.6460420463821278
17008.tif,0.6681531047810602
15807.tif,0.6020475232644612
14084.tif,0.6317185472830189
8149.tif,0.8418202998994704
8030.tif,0.6098258359571247
12589.tif,0.6370441450311349
10906.tif,0.6949771199679255
1194.tif,0.6982614558841701
15115.tif,0.542790039421199
17557.tif,0.6168212097297137
19135.tif,0.6150023155251261
4572.tif,0.7282611979706417
14763.tif,0.6059139191678189
5507.tif,0.6603309903944665
16013.tif,0.5623515948579842
3962.tif,0.6264274761898704
4278.tif,0.6763080444681885
7942.tif,0.7172377670131569
11358.tif,0.6733051924066893
5443.tif,0.6711703837556766
6242.tif,0.6701995203073151
18188.tif,0.700953594660136
18934.tif,0.6380413577453637
4522.tif,0.6935939411536459
14897.tif,0.6092905216389262
9043.tif,0.6858939829745073
1266.tif,0.5182827618941201
1708.tif,0.6494980853925044
566.tif,0.5567919460239767
13401.tif,0.6895626793422908
4655.tif,0.5198624019834935
3576.tif,0.5981141912495125
14018.tif,0.6143592808001628
12836.tif,0.6607720622952076
7952.tif,0.7096793627261442
1384.tif,0.6524322402417396
1590.tif,0.7200121266221489
14370.tif,0.5635159093883788
1557.tif,0.5377923054929558
9199.tif,0.6643719150398932
14761.tif,0.995661584747549
12631.tif,0.6510380747027336
17359.tif,0.6506441855374376
7887.tif,0.5600220340872657
9955.tif,0.5976446242585366
6198.tif,0.6075821271953161
6964.tif,0.5805847497871394
80.tif,0.6214403401130751
5492.tif,0.6639576000442244
10263.tif,0.6998056365365859
1865.tif,0.7243237851248402
1736.tif,0.61711008151291
8586.tif,0.5306203482832139
14101.tif,0.8585559507747215
5574.tif,0.5881309415721885
19277.tif,0.7060973491498603
11951.tif,0.7114095839759826
18408.tif,0.5712670783484456
4964.tif,0.7214761667841404
11790.tif,0.54044863480939
4684.tif,0.6397423051217771
11767.tif,0.5869653327810681
4335.tif,0.758786910639326
8542.tif,0.572989854588208
2470.tif,0.6605356727199031
18525.tif,0.6493934861016337
18345.tif,0.7749091956488918
12644.tif,0.6844256995510768
2148.tif,0.7439339437945741
19252.tif,0.6002924773288735
9612.tif,0.605678539638897
4532.tif,0.6795115923285518
8890.tif,0.6105206853550296
5060.tif,0.6293002924207648
15303.tif,0.712584564250226
111.tif,0.6424036393366029
8259.tif,0.621767523581934
3436.tif,0.5674224434832157
13556.tif,0.5441187913655257
6640.tif,0.6162098481542501
1535.tif,0.5437526550487425
7026.tif,0.6442781539231633
9824.tif,0.6401362636894
14544.tif,0.6561119103169836
19038.tif,0.7356977186813174
4349.tif,0.574738158766052
7392.tif,0.6179786229345874
3752.tif,0.5802013989696473
15711.tif,0.8433308345790045
12737.tif,0.5774796474028345
13469.tif,0.7182861944417961
4137.tif,0.6332426580782141
18431.tif,0.9040927330124154
15783.tif,0.6529286250990105
13185.tif,0.6131614740796362
17063.tif,0.6695340634119853
3172.tif,0.5474136208621964
19127.tif,0.7084334367266287
9975.tif,0.6781640719252238
9631.tif,0.712974987873584
11068.tif,0.5835863371764275
8111.tif,0.5854811452080149
8695.tif,0.6781390797358361
19674.tif,0.5778916197719306
101.tif,0.704091386718415
7943.tif,0.6505402480854553
2601.tif,0.6795979458977761
13165.tif,0.5624770654358672
6393.tif,0.6497667245548004
17812.tif,0.7607044949724765
3974.tif,0.5788837387409722
5751.tif,0.5950293987438103
11212.tif,0.645684081290146
10124.tif,0.610531432115193
16883.tif,0.5644806399312063
8200.tif,0.4877275468607913
14201.tif,0.5619921182702021
13859.tif,0.8461760011278918
8722.tif,0.7521194360689015
17086.tif,0.5738190417570024
12862.tif,0.6317061768747557
19107.tif,0.6080540516514373
12688.tif,0.6207381729358862
