File_Name,NC,Object_Number,Cell_Diameter,Nucleus_Diameter
31651.tif,0.6576655667901374,31651,15.8326349158734,10.4125788157292
12563.tif,0.90534475356464,12563,14.2020601956345,12.8577606879269
11159.tif,0.7251146976418414,11159,15.5393708139584,11.2678261693079
29779.tif,0.6199061709299797,29779,17.1872004252346,10.6544516046133
29810.tif,0.6413772214267712,29810,17.0715160307902,10.9492815173708
2808.tif,0.5850361479930363,2808,19.7686549090819,11.5653777190129
9960.tif,0.7130889912044435,9960,14.9970509014126,10.69423189833
1540.tif,0.6617202990333794,1540,14.5952711224077,9.65798717159287
28188.tif,0.734651155447347,28188,15.0441671057783,11.052214747003
12728.tif,0.639688180696662,12728,17.0963714422019,10.9363467443765
9813.tif,0.6884737104878591,9813,14.6629989623684,10.0950893025014
12040.tif,0.6741998624632435,12040,17.1087856068116,11.5347409030255
27658.tif,0.7392763779412979,27658,16.5921902859596,12.266214336717
9795.tif,0.6741998624632436,9795,14.6581716374763,9.88253730194914
563.tif,0.6627894124600877,563,15.7204884772002,10.4193733213891
27226.tif,0.7071067811865485,27226,15.263665231247,10.7930411907761
7204.tif,0.7252997750756627,7204,14.2716541870329,10.3512275718126
32138.tif,0.7025805929280773,32138,15.6211336334575,10.9751053304033
5166.tif,0.7119220717499929,5166,15.4342657910752,10.9879944779223
7325.tif,0.7526667104592145,7325,17.1995490320906,12.9455279913656
10443.tif,0.6775887689104964,10443,15.8995430950032,10.7733518319826
7264.tif,0.6563821778901181,7264,14.9355776293532,9.80344697240178
12083.tif,0.686168842037367,12083,14.4441722441553,9.91114094296032
22297.tif,0.6852238693467353,22297,14.8548056614181,10.1788674137107
30685.tif,0.6460394312878355,30685,15.895091311885,10.2688557513984
31906.tif,0.6209445541298222,31906,21.3354563699444,13.2481354427914
5549.tif,0.7091713309265869,5549,14.7592138985943,10.4668113638963
11154.tif,0.707106781186549,11154,15.282200350682,10.8061474994187
12119.tif,0.681346355709111,12119,16.9383378598687,11.5408747725912
2365.tif,0.6744313928273317,2365,16.9842356448202,11.4547017020437
8139.tif,0.8804235520861354,8139,19.0911695034061,16.8083152676673
31561.tif,0.6647731076923643,31561,16.1862828875409,10.7602055771383
13473.tif,0.6823530973672305,13473,16.6049813891976,11.3304604826442
3195.tif,0.74138625538694,3195,20.712708114197,15.3561171077072
2644.tif,0.7255529348784832,2644,14.1721295823956,10.2826302119853
24284.tif,0.6747060039725801,24284,15.6528149452823,10.5610482226537
6437.tif,0.6593498465594136,6437,17.4568520747447,11.5101727368933
22505.tif,0.6731912561438598,22505,13.4127148641991,9.02932236772961
788.tif,0.6975447492035279,788,16.7111931756278,11.656805052585
24992.tif,0.9790588081073724,24992,14.5515653380064,14.2468382159251
13545.tif,0.6600865744084509,13545,14.7640081861655,9.74552358814431
16847.tif,0.6363002819270844,16847,16.1600277479739,10.2826302119853
31086.tif,0.6837583612000677,31086,16.2386658169914,11.1033235271016
3520.tif,0.7164615769762501,3520,17.0963714422019,12.2488932440517
6386.tif,0.6825710039471827,6386,16.489504264369,11.2552574803217
7006.tif,0.7587869106393289,7006,14.1721295823956,10.7536264230062
11946.tif,0.6814513536916674,11946,16.7365837091493,11.4051676247737
8976.tif,0.7057120918974278,8976,16.9508677626004,11.9624323482214
2764.tif,0.6744029041370085,2764,15.3284400943282,10.3375445155051
19430.tif,0.712873638636483,19430,17.141846092923,12.2199701972086
21849.tif,0.6773180813052979,21849,15.3330563992346,10.3853563408755
20222.tif,0.737197803264014,20222,13.199969975732,9.73098886926057
19320.tif,0.7164728420068265,19320,16.613503320161,11.9031239394856
14204.tif,0.7293249574894773,14204,15.0394621276786,10.9686550769338
4068.tif,0.7120739746809496,4068,16.7661574002595,11.9387443401292
30616.tif,0.6376917996602398,30616,17.2611595542658,11.0072999003823
5552.tif,0.6878802520561094,5552,18.0154844147418,12.3924959601255
15514.tif,0.7109435254710014,15514,16.1293427360935,11.4670517883284
6871.tif,0.6321712610482924,6871,15.3699369249104,9.71643240805332
31579.tif,0.7161148740394344,31579,15.7609531219435,11.286652959662
10879.tif,0.9049764568625728,10879,12.0273338138383,10.8844539403508
17381.tif,0.5533464269493269,17381,20.3403454547876,11.2552574803217
7156.tif,0.6674776969746706,7156,15.2497491074926,10.1788674137107
11369.tif,0.6749947981489106,11369,15.8728136677041,10.7140666576872
12897.tif,0.6979609822262876,12897,15.5666728042287,10.8649302404347
30155.tif,0.6878481714287886,30155,16.472327692765,11.3304604826442
6897.tif,0.6994546379906615,6897,14.7304154050131,10.3032573745655
10811.tif,0.6915640748081247,10811,15.8326349158734,10.9492815173708
29584.tif,0.6534930298760747,29584,17.1170567146706,11.1858772550307
13190.tif,0.7241813124596099,13190,20.7024551436252,14.9923311370467
17742.tif,0.6682202524727829,17742,19.8579527477512,13.2694861986949
11650.tif,0.7031061449438704,11650,14.1671349991277,9.96099967413606
10405.tif,0.5735518709182968,10405,16.0942025140967,9.23085996289812
1871.tif,0.5976493543317335,1871,15.534815817286,9.28437264286338
29056.tif,0.6754891312796796,29056,16.5409269596679,11.1732163825467
12016.tif,0.6574604145062135,12016,15.3653317002603,10.1020973486786
23049.tif,0.6727452763836769,23049,15.1613170379137,10.1997044210118
29756.tif,0.6492172957150911,29756,16.1117822053168,10.4600476724863
28441.tif,0.631021103658397,28441,16.2952239669496,10.2826302119853
18875.tif,0.6587581226451368,18875,20.8591135607942,13.7411104893505
23629.tif,0.6292000916057385,23629,15.7519699618396,9.91114094296032
16836.tif,0.6181279422372854,16836,19.9929216065736,12.3581834919827
15692.tif,0.6768240563540902,15692,15.5939269939976,10.554344922567
4091.tif,0.7451139545028009,4091,14.7640081861655,11.0008685239055
4277.tif,0.6619792749849152,4277,14.9071198499986,9.86820439041531
1621.tif,0.7392769390994433,1621,16.2212236359997,11.9919765580694
21485.tif,0.6303478428945628,21485,17.2570590293108,10.8779499338302
1729.tif,0.6658366451154211,1729,13.5961361648404,9.05280569052978
29862.tif,0.720472386542407,29862,17.5458150659057,12.6412752543648
16940.tif,0.6770032003863317,16940,16.2778423897715,11.0201513932596
25843.tif,0.6030610286468834,25843,16.6815220419551,10.0599758420171
15279.tif,0.6756065556473144,15279,16.6687896737024,11.2615435782596
23385.tif,0.6923656907505991,23385,16.1468841689405,11.1795486110984
29955.tif,0.7335093464111262,29955,17.5215972281853,12.8522553309252
13918.tif,0.7356377672350822,13918,15.6799194070462,11.5347409030255
14095.tif,0.6438179172514692,14095,15.3053376846738,9.85385063097711
27939.tif,0.7206976831695339,27939,19.7543297949477,14.2368997157857
28059.tif,0.7130975475951574,28059,18.912395348186,13.4863827419415
12068.tif,0.7053503881402631,12068,17.7144129066828,12.4948680194056
377.tif,0.6894368348414439,377,15.5211428067296,10.7008475697937
15287.tif,0.6353500804837013,15287,17.9997640937596,11.4361515656578
4017.tif,0.6781892455789846,4017,19.5345702238041,13.2481354427914
2389.tif,0.7396849045112249,2389,14.9071198499986,11.0265715227836
5520.tif,0.6781154684830211,5520,15.1939571554302,10.3032573745655
8814.tif,0.7755865695421891,8814,16.6347890474305,12.9017189723546
16328.tif,0.6876619799066874,16328,17.4730608545362,12.0155596222604
13753.tif,0.7017752984840472,13753,14.7208033874121,10.3306961911261
4146.tif,0.7753899072058664,4146,18.5839843078121,14.4098338679497
31152.tif,0.6952648256153066,31152,17.758304975762,12.3467248121966
12557.tif,0.6688793068908314,12557,15.4754788572074,10.3512275718126
22194.tif,0.7275416393644756,22194,16.2212236359997,11.801615636633
18806.tif,0.6731990277371859,18806,16.6347890474305,11.1985238133434
32274.tif,0.6557548551207476,32274,19.8079955547776,12.9891892552556
9588.tif,0.7608272549847565,9588,15.8236924498023,12.0390964903061
31378.tif,0.7178386279520638,31378,19.1208026908234,13.7256507689228
6486.tif,0.6542953686337878,6486,14.682292390401,9.60655591196648
30760.tif,0.6878192821839583,30760,16.2995664650859,11.2111561059251
5919.tif,0.6796674514777038,5919,16.3082479924471,11.0841853510929
20273.tif,0.7200221048553981,20273,15.553027799879,11.1985238133434
17114.tif,0.6318743199041396,17114,15.2032700322809,9.60655591196648
17782.tif,0.6253847162583475,17782,15.7564621820826,9.85385063097711
14958.tif,0.6207029443655614,14958,16.2865354971414,10.1091005365899
22412.tif,0.7053956914888257,22412,21.6450161303657,15.2683011205661
5333.tif,0.6911542777043098,5333,16.8041042403514,11.614228528708
23693.tif,0.6983511298180429,23693,14.7831697882412,10.3238433239102
7477.tif,0.6375932218271606,7477,16.5323676178478,10.5409255338946
28186.tif,0.6370737188143638,28186,18.5153099367083,11.7956173563793
21025.tif,0.6823423215609697,21025,20.7331988444652,14.1471390329176
16362.tif,0.6503963792845598,16362,16.2995664650859,10.6011790127999
29134.tif,0.7035240519301402,29134,20.4963186931627,14.4196531766653
1952.tif,0.478204459216249,1952,20.2880879081684,9.70185410665739
27407.tif,0.6764169474318552,27407,16.5836574027591,11.21746691763
4954.tif,0.6207522318391883,4954,14.5710063157312,9.04498469063305
13872.tif,0.7617153663095177,13872,22.9124923818408,17.4527975276979
256.tif,0.6611419726692943,256,15.7699311648943,10.4261633992172
20387.tif,0.7155065936346012,20387,15.0017691808754,10.7338647651007
28720.tif,0.7450872504711832,28720,14.0114198697258,10.4397303059313
7132.tif,0.7300367256720308,7132,18.6524058355389,13.6169412820827
2490.tif,0.7664083138053992,2490,14.9781629204904,11.4793885877956
21267.tif,0.6602986684836812,21267,17.3102900887953,11.4299614966978
5713.tif,0.7316658205623768,5713,17.5054333896634,12.8081272853481
18821.tif,0.7221456712616985,18821,16.6305340814963,12.0096681977227
29866.tif,0.6888173239652159,29866,15.7069770965542,10.8192379312314
21923.tif,0.6864512741720057,21923,18.2186142493416,12.5061909651088
12932.tif,0.692128540205987,12932,16.8419655821674,11.656805052585
18156.tif,0.6991721231648481,18156,16.3212616250479,11.4113711431137
13614.tif,0.6522865221713321,13614,21.0818510677892,13.7514073139422
14767.tif,0.7094228921419282,14767,14.6871117873436,10.4193733213891
15310.tif,0.7373356233121527,15310,14.682292390401,10.8257772113276
15308.tif,0.7005756372294816,15308,14.1471390329176,9.91114094296032
5680.tif,0.6531672347550485,5680,19.6177195059181,12.8136516018807
4650.tif,0.7389181280764481,4650,14.5710063157312,10.7667807110102
20181.tif,0.659309872134982,20181,16.2604422325911,10.7206700892279
19916.tif,0.6086555170714681,19916,15.165984212732,9.23085996289812
6861.tif,0.7239545691133329,6861,15.7024707194433,11.3678754237093
24260.tif,0.6905877429655812,24260,13.673992133368,9.44309136471172
22486.tif,0.7192910948596462,22486,14.5515653380064,10.4668113638963
30797.tif,0.7223442529350568,30797,20.9437625311132,15.1286064991862
25472.tif,0.7190976632387047,25472,15.6256634678672,11.2363780862977
