File_Name,NC,Object_Number,Cell_Diameter,Nucleus_Diameter
18242.tif,0.6976973621817678,18242,15.6934540832021,10.9492815173708
18491.tif,0.5999075103770074,18491,18.8974211610812,11.33670488129
23171.tif,0.5860796020710229,23171,19.7543297949477,11.5776097454027
11154.tif,0.7020307150151497,11154,22.4633065585371,15.7699311648943
6917.tif,0.9566294091352108,6917,12.1152755197737,11.5898288619914
18428.tif,0.6481088219157664,18428,22.4223122118503,14.5320983522498
3507.tif,0.7110156378382624,3507,19.5707654933514,13.9151203102383
19447.tif,0.5718587021416599,19447,22.2130200338305,12.702708807193
9411.tif,0.5844345865947957,9411,19.4510654989537,11.3678754237093
7355.tif,0.922649473680038,7355,11.7475208569511,10.8388439357112
24716.tif,0.8691305604076278,24716,11.4608784087218,9.96099967413606
13677.tif,0.6739931266698173,13677,16.6432957158706,11.21746691763
3804.tif,0.6239006307859737,3804,19.7435791384807,12.3180314784709
10020.tif,0.6416214739235299,10020,24.0193363954453,15.4113220207107
22399.tif,0.5869929852043433,22399,24.9387075966021,14.6388464192677
17258.tif,0.6622327299010404,17258,18.3386404208185,12.1444479085522
3602.tif,0.5974623173034285,3602,21.101983350971,12.6076398725695
20288.tif,0.8944271909999193,20288,13.7976479323202,12.340991482511
4699.tif,0.6175318337942061,4699,21.5138330061315,13.2854767482187
15234.tif,0.8054935159641083,15234,15.6799194070462,12.6300734132155
19099.tif,0.7245783213809867,19099,22.6921300710635,16.4422255154502
2405.tif,0.9374240592591828,2405,13.3651425236692,12.5288061571155
10474.tif,0.8397021961805878,10474,13.8386209933605,11.6203204402356
4512.tif,0.6593804733957888,4512,16.5366478425455,10.9039426827971
12247.tif,0.9842302864903392,12247,14.7352190625368,14.5028488794185
2991.tif,0.6529412595335468,2991,19.0057167248078,12.4096166166338
9651.tif,0.6825250786598867,9651,21.1053368644369,14.4049217035432
6800.tif,0.6385639945653663,6800,21.3487205654252,13.6325242831177
4433.tif,0.956769488949606,4433,15.3053376846738,14.6436801147665
2365.tif,0.7067387838776342,2365,16.4937956123309,11.656805052585
4698.tif,0.6961797654232167,4698,21.6972673014605,15.1051984602556
8700.tif,0.5829693823293759,8700,20.1305013404529,11.7354659324245
17904.tif,0.6032833555399018,17904,19.190998125651,11.5776097454027
1536.tif,0.6742616561357491,1536,21.5236994744356,14.5126052538011
14510.tif,0.91299199156281,14510,14.6098106622466,13.3386401328801
209.tif,0.8754275592730171,209,12.0332165893496,10.5342094290179
13337.tif,0.5559442568490514,13337,21.3785349154456,11.8852737060889
7197.tif,0.5910728285140485,7197,18.3154709353558,10.8257772113276
17041.tif,0.988650014826026,17041,12.0096681977227,11.8733586417342
6669.tif,0.772328445721231,6669,19.4728838630748,15.0394621276786
20153.tif,0.6535198919498502,20153,17.3184649606034,11.3179613497908
5199.tif,0.6651120590319389,5199,14.3211571250815,9.52517430318288
10274.tif,0.7789822480623751,10274,14.122104260102,11.0008685239055
23296.tif,0.6606656710141833,23296,17.6623998372623,11.6689412402057
14743.tif,0.7531003661580603,14743,22.9310175100915,17.2693576832268
12485.tif,0.9486832980505164,12485,12.0743157654218,11.4547017020437
10682.tif,0.4723502901231493,10682,23.3712158360069,11.0394005806686
24721.tif,0.6392559952811735,24721,19.0614902479887,12.1851719200204
11408.tif,0.8174820931523802,11408,13.2588151184014,10.8388439357112
10964.tif,0.6483033884258108,10964,16.6177626468097,10.7733518319826
13026.tif,0.7503699502025424,13026,12.6244687653188,9.47302199876582
9104.tif,0.7258593816879275,9104,17.5538802536752,12.7416486671566
1548.tif,0.6536198703460926,1548,15.4663298887121,10.1091005365899
1889.tif,0.6885435405712135,1889,18.6258273302619,12.8246930960466
18799.tif,0.562489696575599,18799,19.5345702238041,10.9879944779223
19326.tif,0.8739022279235606,19326,12.2373322285035,10.69423189833
14226.tif,0.6054740110063133,14226,18.6410196878695,11.286652959662
3266.tif,0.4847113109316268,3266,25.3775455076794,12.3007833512543
8899.tif,0.9404704733333136,8899,11.1795486110984,10.5140353739325
1458.tif,0.6068379285382226,1458,16.2734940946786,9.87537344649376
1746.tif,0.7731434957702908,1746,18.0899693812661,13.9861421658096
14489.tif,0.7849086190148832,14489,11.1795486110984,8.774924061547
5753.tif,0.4370866917665215,5753,16.8671592620431,7.37241084134546
6142.tif,0.8669710187017496,6142,13.9405267953517,12.0860327170051
19227.tif,0.5523829548604007,19227,23.8478308763889,13.1731352865108
1726.tif,0.5584948785615348,1726,22.7046017016127,12.6804037701302
818.tif,0.9138675629117148,818,11.9387443401292,10.9104311943399
8376.tif,0.9270248108869512,8376,12.769390151482,11.8375414903193
1127.tif,0.9336457664649924,1127,12.021448159552,11.2237741809441
3307.tif,0.6046819890716326,3307,20.1129155055767,12.1619177539418
5275.tif,0.7223481786843743,5275,19.6609621436313,14.2020601956345
23896.tif,0.7529269772401511,23896,25.0886609023684,18.8899296162234
24353.tif,0.5839389499529244,24353,20.6271109709132,12.0449735209175
6344.tif,0.6267902770340208,6344,23.8211072823773,14.9308384327784
13103.tif,0.6089536306755187,13103,18.2961406176372,11.14150125646
7974.tif,0.655399869631917,7974,21.3321390323872,13.9810811407965
12123.tif,0.8711900406001776,12123,17.873503777842,15.5712184818856
384.tif,0.9402865444245028,384,15.1145660260926,14.2120230591506
20048.tif,0.9392699913820696,20048,16.3342648895923,15.3422848420798
15123.tif,0.9356098069933116,15123,15.553027799879,14.5515653380064
19148.tif,0.5641953059961793,19148,20.7468480881058,11.7052743055251
6259.tif,0.6368074633425795,6259,20.4997712862459,13.0544073518973
2864.tif,0.6324555320336773,2864,17.5458150659057,11.0969478024719
20924.tif,0.9844724711801934,20924,15.6030011448929,15.3607250949401
6987.tif,0.730779653248386,6987,22.2448575448434,16.2560892831804
6084.tif,0.6025317973769325,6084,23.7765012124996,14.3260980109022
1959.tif,0.7517663488982539,1959,19.4983077640526,14.6581716374763
2571.tif,0.6620945196653765,2571,21.1622652862422,14.0114198697258
1739.tif,0.6457323965499855,1739,16.489504264369,10.6478071065522
12249.tif,0.85981438377739,12249,14.306324229206,12.3007833512543
20715.tif,0.6137853577193654,20715,18.3579259876378,11.2678261693079
22133.tif,0.9588436303651668,22133,13.1838757165759,12.6412752543648
15320.tif,0.6036466134705405,15320,16.5366478425455,9.98229146830751
2397.tif,0.9743015459574071,2397,18.5992108440067,18.1212398789035
16242.tif,0.9211871093951586,16242,13.0435603144183,12.0155596222604
16427.tif,0.6571334283387835,16427,22.8506334882399,15.0159151238401
17629.tif,0.8558420732673455,17629,13.9912013601027,11.9742587795312
15403.tif,0.758093467060151,15403,21.654822828504,16.4163797166339
10973.tif,0.93712122365232,10973,17.4487420384999,16.3515864903127
2152.tif,0.6486970823727162,2152,22.0691828637075,14.316214534037
17555.tif,0.9426167689091978,17555,16.1337298823017,15.207924332109
14121.tif,0.866118821119673,14121,14.787956309263,12.8081272853481
11201.tif,0.9354143466934856,11201,21.0952747247163,19.7328226249401
13466.tif,0.6819485049773616,13466,16.2255859390599,11.0650140735236
13343.tif,0.8046523707713904,13343,25.994718827785,20.9167121323129
18726.tif,0.6172699600684026,18726,25.994718827785,16.0457590528162
2820.tif,0.8546018836084903,2820,14.7592138985943,12.6132519983193
10583.tif,0.6041648507114514,10583,16.7323546291805,10.1091005365899
19855.tif,0.9736335976357549,19855,15.025338353587,14.6291742368974
5313.tif,0.618346942400844,5313,16.9925673773031,10.5073020812957
16262.tif,0.7106019754629543,16262,24.4920080267686,17.4040692868763
23486.tif,0.8896648047995738,23486,21.6744229135198,19.2829712305
2726.tif,0.7489330520674157,2726,16.6305340814963,12.4551566471662
20492.tif,0.9929741518678686,20492,11.0137275213099,10.9363467443765
4739.tif,0.6225134020885115,4739,19.639352726429,12.2257602805456
19756.tif,0.7989922562781289,19756,24.4399403944171,19.5273231190383
13918.tif,0.7957863435018576,13918,23.9810021529635,19.083754016817
14471.tif,0.8211674465581573,14471,12.6636492103748,10.3989764861917
11303.tif,0.6568612232935221,11303,16.2908803112769,10.7008475697937
431.tif,0.5848218097744501,431,21.4907936311993,12.5682848248872
14790.tif,0.8104460565581368,14790,11.7896160243417,9.55484781526235
19784.tif,0.6365957047456445,19784,18.1290490755077,11.5408747725912
13322.tif,0.8752182498475041,13322,11.0265715227836,9.65065662998899
