File_Name,NC,Object_Number,Cell_Diameter,Nucleus_Diameter
9920.tif,0.7159025555466384,9920,17.9525205369768,12.8522553309252
1998.tif,0.7219389826639606,1998,17.8100379626013,12.8577606879269
7877.tif,0.6472199956809115,7877,15.0911362088347,9.76728511190204
30453.tif,0.6979557034640955,30453,17.0798051869139,11.9209474442622
3481.tif,0.673619655933686,3481,14.0517696145134,9.46554821298794
21250.tif,0.6783823441986114,21250,13.9861421658096,9.48795190873696
5608.tif,0.6694663290280268,5608,16.4034415459257,10.9815517951767
16851.tif,0.6888357615923482,16851,17.150101256461,11.8136030603802
31027.tif,0.6557277545650826,31027,14.1821134720329,9.29960542200334
24292.tif,0.6759540129737454,24292,14.5564280166177,9.83947593239619
27520.tif,0.740078195895952,27520,16.6984834312294,12.3581834919827
11486.tif,0.6503653735483149,11486,16.3515864903127,10.6345056558798
8460.tif,0.6733188018726517,8460,15.0864458788974,10.1579876636958
19571.tif,0.6931153285010145,19571,15.7878719342511,10.9428160420404
20840.tif,0.6799436674422522,20840,13.4285348597088,9.13064724088653
16931.tif,0.6666666666666667,16931,18.3038751944433,12.2025834629622
7758.tif,0.7420051750892811,7758,12.6859837060527,9.4130655609894
8519.tif,0.6556170222269062,8519,16.5023749604337,10.8192379312314
6410.tif,0.663438618962602,6410,17.3307200381795,11.4978689677573
25217.tif,0.6637288703984029,25217,15.9217833396066,10.5677472707252
23369.tif,0.4977661839141337,23369,19.5200733236821,9.71643240805332
23013.tif,0.6101642971229705,23013,17.3633579579346,10.5945011040977
9809.tif,0.6857820569998667,9809,15.1239277897812,10.3717183095936
16721.tif,0.6628623102539986,16721,16.9132502067121,11.2111561059251
15706.tif,0.7014781616366904,15706,16.6347890474305,11.6689412402057
16260.tif,0.7059934018450263,16260,14.9970509014126,10.5878189835313
24942.tif,0.6633701380526063,24942,16.8335593098284,11.1668805632776
31017.tif,0.6741998624632471,31017,16.269144637406,10.9686550769338
14105.tif,0.6244997998398416,14105,15.9617376893524,9.96810199209663
7282.tif,0.6682152556676452,7282,16.5494818746229,11.0586162620182
31000.tif,0.6908848053437417,31000,14.0215181916635,9.68725386647117
19801.tif,0.6300034659060366,19801,16.0015922774583,10.081058594814
23775.tif,0.6595608537776025,23775,17.6182688430958,11.6203204402356
5682.tif,0.6837900472694426,5682,17.4162641284662,11.909068071661
12323.tif,0.6664308871131654,12323,17.3266359754297,11.5470053837925
14451.tif,0.6279581872262653,14451,15.1566484259361,9.51774146997666
24589.tif,0.6980786011524989,24589,18.7470214666543,13.0868945212179
11468.tif,0.6736106328484849,11468,16.5964550824022,11.1795486110984
